ID,Material_Description
781,"SUCTION HEADER - 20"" - 300# - SCH.XS ASTM A106 GR.B SEAMLESS, DRAWING NO. PRJ-R5463-124, ASME B16.5"
782,"HOUSING BOTTOM - 12"" - 600# - HOT DIP GALVANIZED, DRAWING NO. G3429.DRN.POT.001, ASTM A312"
783,"CONTAINER ASSEMBLY - 6"" - 300# - HOT DIP GALVANIZED, DRAWING NO. PRJ-R5498-2037, ASME B16.5"
784,"AIR COOLED INTERCOOLER - 16"" - 150# - G-10 RETAINER W/PTFE SEALING, DRAWING NO. PRJ-R5498-2037, ISO 9001"
785,"BALL VALVE - 6"" - 150# - G-10 RETAINER W/PTFE SEALING, DRAWING NO. G3429.DRN.POT.001, ASME B16.5"
786,"FIXED PORTABLE STOOL - 20"" - 150# - DUAL CERTIFIED, DRAWING NO. PRJ-R5463-124, ISO 9001"
787,"BELLOW - 8"" - 300# - G-10 RETAINER W/PTFE SEALING, DRAWING NO. PRJ-R5498-2031, ASME B16.21"
788,"FIXED PORTABLE STOOL - 2"" - 600# - SCH.XS ASTM A106 GR.B SEAMLESS, DRAWING NO. PRJ-R5498-2031, ASTM A312"
789,"FIXED PORTABLE STOOL - 10"" - 150# - SCH.XS ASTM A106 GR.B SEAMLESS, DRAWING NO. G3429.DRN.POT.001, ASME B16.21"
790,"MOVABLE STOOL - 4"" - 300# - SS-316, DRAWING NO. PRJ-R5498-2037, ASME B16.5"
791,"MOVABLE STOOL - 4"" - 300# - HOT DIP GALVANIZED, DRAWING NO. PRJ-R5498-2037, ASME B16.5"
792,"SUCTION HEADER - 6"" - 150# - DOUBLE ZP STEEL WASHERS, DRAWING NO. PRJ-R5498-2031, ASTM A312"
793,"ASSEMBLY COMPRESSOR - 3"" - 300# - DUAL CERTIFIED, DRAWING NO. PRJ.G1262.STUB SHAFT PLATE, ASME B16.5"
794,"SPUR GEAR PINION SHAFT - 8"" - 600# - G-10 RETAINER W/PTFE SEALING, DRAWING NO. PRJ-R5498-2031, ISO 9001"
795,"CABLE GLAND - 4"" - 300# - DOUBLE ZP STEEL WASHERS, DRAWING NO. G3429.DRN.POT.001, ASTM A312"
796,"AIR COOLED INTERCOOLER - 4"" - 300# - G-10 RETAINER W/PTFE SEALING, DRAWING NO. PRJ-R5463-124, ASME B16.21"
797,"BARREL NIPPLE - 12"" - 600# - DUAL CERTIFIED, DRAWING NO. PRJ-R5498-2031, ASTM A312"
798,"CONTAINER ASSEMBLY - 8"" - 300# - SMLS - ASTM A106 GR.B, DRAWING NO. PRJ-R5498-2031, ISO 9001"
799,"INSULATION GASKET KIT - 8"" - 300# - DUAL CERTIFIED, DRAWING NO. PRJ.G1262.STUB SHAFT PLATE, ASME B16.21"
800,"CABLE GLAND - 6"" - 600# - SMLS - ASTM A106 GR.B, DRAWING NO. PRJ-R5498-2037, ASTM A312"
801,"MOTOR SPARES - 20"" - 300# - FLANGED TO B-16.5 RF, DRAWING NO. G3429.DRN.POT.001, ISO 9001"
802,"BARREL NIPPLE - 12"" - 300# - DOUBLE COMPRESSION WITH PVC HOOD, DRAWING NO. PRJ-R5498-2037, ISO 9001"
803,"SPUR GEAR PINION SHAFT - 10"" - 300# - SCH.XS ASTM A106 GR.B SEAMLESS, DRAWING NO. G3429.DRN.POT.001, ISO 9001"
804,"AIR COOLED INTERCOOLER - 3"" - 600# - SS-316, DRAWING NO. G3429.DRN.POT.001, ASME B16.5"
805,"HOUSING BOTTOM - 4"" - 300# - DUAL CERTIFIED, DRAWING NO. PRJ-R5498-2031, ISO 9001"
806,"BARREL NIPPLE - 12"" - 150# - FLANGED TO B-16.5 RF, DRAWING NO. PRJ-R5498-2037, ASTM A312"
807,"BARREL NIPPLE - 6"" - 300# - HOT DIP GALVANIZED, DRAWING NO. PRJ.G1262.STUB SHAFT PLATE, ASTM A312"
808,"BALL VALVE - 20"" - 600# - HOT DIP GALVANIZED, DRAWING NO. G3429.DRN.POT.001, ASME B16.5"
809,"FIXED PORTABLE STOOL - 20"" - 150# - DUAL CERTIFIED, DRAWING NO. G3429.DRN.POT.001, ISO 9001"
810,"BARREL NIPPLE - 3"" - 600# - G-10 RETAINER W/PTFE SEALING, DRAWING NO. PRJ-R5463-124, ASME B16.5"
811,"AIR COOLED INTERCOOLER - 6"" - 150# - DOUBLE COMPRESSION WITH PVC HOOD, DRAWING NO. PRJ-R5498-2031, ISO 9001"
812,"AIR COOLED INTERCOOLER - 16"" - 150# - DUAL CERTIFIED, DRAWING NO. G3429.DRN.POT.001, ISO 9001"
813,"SUCTION HEADER - 4"" - 150# - HOT DIP GALVANIZED, DRAWING NO. PRJ-R5463-124, ASME B16.21"
814,"BALL VALVE - 8"" - 600# - G-10 RETAINER W/PTFE SEALING, DRAWING NO. G3429.DRN.POT.001, ASME B16.21"
815,"MOTOR SPARES - 16"" - 150# - FLANGED TO B-16.5 RF, DRAWING NO. PRJ-R5498-2031, ISO 9001"
816,"ASSEMBLY COMPRESSOR - 20"" - 600# - DOUBLE COMPRESSION WITH PVC HOOD, DRAWING NO. G3429.DRN.POT.001, ISO 9001"
817,"SPUR GEAR PINION SHAFT - 16"" - 150# - FLANGED TO B-16.5 RF, DRAWING NO. G3429.DRN.POT.001, ISO 9001"
818,"CABLE GLAND - 8"" - 600# - HOT DIP GALVANIZED, DRAWING NO. PRJ-R5498-2037, ASME B16.5"
819,"SPUR GEAR PINION SHAFT - 16"" - 300# - DOUBLE ZP STEEL WASHERS, DRAWING NO. PRJ-R5498-2037, ASTM A312"
820,"CONTAINER ASSEMBLY - 3"" - 150# - DOUBLE COMPRESSION WITH PVC HOOD, DRAWING NO. G3429.DRN.POT.001, ASME B16.5"
821,"CONTAINER ASSEMBLY - 12"" - 300# - SS-316, DRAWING NO. G3429.DRN.POT.001, ASME B16.21"
822,"BALL VALVE - 6"" - 600# - HOT DIP GALVANIZED, DRAWING NO. G3429.DRN.POT.001, ISO 9001"
823,"MOTOR SPARES - 8"" - 300# - G-10 RETAINER W/PTFE SEALING, DRAWING NO. G3429.DRN.POT.001, ASME B16.5"
824,"CABLE GLAND - 6"" - 600# - SS-316, DRAWING NO. PRJ-R5498-2037, ASME B16.21"
825,"BARREL NIPPLE - 3"" - 600# - G-10 RETAINER W/PTFE SEALING, DRAWING NO. PRJ.G1262.STUB SHAFT PLATE, ISO 9001"
826,"SUCTION HEADER - 3"" - 300# - DOUBLE COMPRESSION WITH PVC HOOD, DRAWING NO. PRJ-R5463-124, ISO 9001"
827,"BELLOW - 2"" - 300# - DOUBLE COMPRESSION WITH PVC HOOD, DRAWING NO. PRJ-R5498-2031, ISO 9001"
828,"INSULATION GASKET KIT - 8"" - 150# - DOUBLE COMPRESSION WITH PVC HOOD, DRAWING NO. PRJ.G1262.STUB SHAFT PLATE, ASTM A312"
829,"FIXED PORTABLE STOOL - 4"" - 150# - HOT DIP GALVANIZED, DRAWING NO. PRJ-R5498-2031, ASME B16.5"
830,"INSULATION GASKET KIT - 16"" - 150# - DOUBLE ZP STEEL WASHERS, DRAWING NO. G3429.DRN.POT.001, ISO 9001"
831,"AIR COOLED INTERCOOLER - 10"" - 600# - SCH.XS ASTM A106 GR.B SEAMLESS, DRAWING NO. G3429.DRN.POT.001, ASTM A312"
832,"FIXED PORTABLE STOOL - 12"" - 600# - G-10 RETAINER W/PTFE SEALING, DRAWING NO. G3429.DRN.POT.001, ASME B16.21"
833,"MOTOR SPARES - 6"" - 600# - HOT DIP GALVANIZED, DRAWING NO. G3429.DRN.POT.001, ISO 9001"
834,"SPUR GEAR PINION SHAFT - 6"" - 600# - HOT DIP GALVANIZED, DRAWING NO. PRJ-R5463-124, ASME B16.21"
835,"AIR COOLED INTERCOOLER - 2"" - 300# - DUAL CERTIFIED, DRAWING NO. G3429.DRN.POT.001, ISO 9001"
836,"BELLOW - 12"" - 300# - SMLS - ASTM A106 GR.B, DRAWING NO. PRJ.G1262.STUB SHAFT PLATE, ASME B16.5"
837,"CABLE GLAND - 3"" - 600# - SMLS - ASTM A106 GR.B, DRAWING NO. G3429.DRN.POT.001, ISO 9001"
838,"CABLE GLAND - 20"" - 150# - FLANGED TO B-16.5 RF, DRAWING NO. PRJ-R5463-124, ASTM A312"
839,"AIR COOLED INTERCOOLER - 4"" - 600# - G-10 RETAINER W/PTFE SEALING, DRAWING NO. PRJ-R5498-2037, ISO 9001"
840,"FIXED PORTABLE STOOL - 10"" - 600# - SMLS - ASTM A106 GR.B, DRAWING NO. PRJ-R5498-2031, ASME B16.21"
841,"CABLE GLAND - 8"" - 300# - SMLS - ASTM A106 GR.B, DRAWING NO. PRJ-R5498-2037, ISO 9001"
842,"BELLOW - 4"" - 150# - FLANGED TO B-16.5 RF, DRAWING NO. PRJ-R5463-124, ASME B16.5"
843,"FIXED PORTABLE STOOL - 6"" - 150# - SCH.XS ASTM A106 GR.B SEAMLESS, DRAWING NO. PRJ-R5463-124, ISO 9001"
844,"AIR COOLED INTERCOOLER - 20"" - 150# - SCH.XS ASTM A106 GR.B SEAMLESS, DRAWING NO. PRJ-R5498-2031, ASTM A312"
845,"MOTOR SPARES - 8"" - 300# - HOT DIP GALVANIZED, DRAWING NO. G3429.DRN.POT.001, ASME B16.21"
846,"SUCTION HEADER - 2"" - 300# - DOUBLE ZP STEEL WASHERS, DRAWING NO. PRJ-R5463-124, ASME B16.5"
847,"SPUR GEAR PINION SHAFT - 2"" - 300# - DOUBLE ZP STEEL WASHERS, DRAWING NO. G3429.DRN.POT.001, ASTM A312"
848,"INSULATION GASKET KIT - 20"" - 300# - G-10 RETAINER W/PTFE SEALING, DRAWING NO. PRJ.G1262.STUB SHAFT PLATE, ASTM A312"
849,"BARREL NIPPLE - 16"" - 150# - DOUBLE COMPRESSION WITH PVC HOOD, DRAWING NO. G3429.DRN.POT.001, ISO 9001"
850,"MOVABLE STOOL - 4"" - 600# - FLANGED TO B-16.5 RF, DRAWING NO. PRJ-R5498-2031, ASTM A312"
851,"BELLOW - 4"" - 300# - SMLS - ASTM A106 GR.B, DRAWING NO. G3429.DRN.POT.001, ASME B16.5"
852,"CONTAINER ASSEMBLY - 3"" - 150# - G-10 RETAINER W/PTFE SEALING, DRAWING NO. G3429.DRN.POT.001, ASME B16.21"
853,"AIR COOLED INTERCOOLER - 20"" - 300# - SMLS - ASTM A106 GR.B, DRAWING NO. PRJ-R5498-2037, ASTM A312"
854,"MOTOR SPARES - 2"" - 600# - DOUBLE COMPRESSION WITH PVC HOOD, DRAWING NO. PRJ-R5498-2031, ASME B16.5"
855,"BELLOW - 3"" - 600# - SCH.XS ASTM A106 GR.B SEAMLESS, DRAWING NO. G3429.DRN.POT.001, ASME B16.21"
856,"CONTAINER ASSEMBLY - 20"" - 300# - SCH.XS ASTM A106 GR.B SEAMLESS, DRAWING NO. PRJ.G1262.STUB SHAFT PLATE, ISO 9001"
857,"CONTAINER ASSEMBLY - 6"" - 150# - HOT DIP GALVANIZED, DRAWING NO. G3429.DRN.POT.001, ASTM A312"
858,"MOVABLE STOOL - 2"" - 600# - HOT DIP GALVANIZED, DRAWING NO. G3429.DRN.POT.001, ASME B16.5"
859,"CONTAINER ASSEMBLY - 6"" - 300# - G-10 RETAINER W/PTFE SEALING, DRAWING NO. PRJ-R5463-124, ASTM A312"
860,"INSULATION GASKET KIT - 6"" - 300# - FLANGED TO B-16.5 RF, DRAWING NO. PRJ.G1262.STUB SHAFT PLATE, ASTM A312"
861,"MOTOR SPARES - 10"" - 300# - SS-316, DRAWING NO. PRJ-R5498-2031, ASME B16.5"
862,"BARREL NIPPLE - 10"" - 300# - SS-316, DRAWING NO. PRJ-R5498-2031, ASME B16.21"
863,"BELLOW - 20"" - 300# - DUAL CERTIFIED, DRAWING NO. PRJ-R5463-124, ASME B16.21"
864,"MOTOR SPARES - 12"" - 300# - DUAL CERTIFIED, DRAWING NO. PRJ-R5498-2037, ASME B16.5"
865,"INSULATION GASKET KIT - 3"" - 600# - HOT DIP GALVANIZED, DRAWING NO. PRJ.G1262.STUB SHAFT PLATE, ASME B16.21"
866,"MOVABLE STOOL - 16"" - 600# - SCH.XS ASTM A106 GR.B SEAMLESS, DRAWING NO. PRJ-R5498-2037, ASTM A312"
867,"FIXED PORTABLE STOOL - 20"" - 600# - SS-316, DRAWING NO. G3429.DRN.POT.001, ASME B16.5"
868,"SPUR GEAR PINION SHAFT - 8"" - 300# - FLANGED TO B-16.5 RF, DRAWING NO. PRJ-R5498-2037, ASTM A312"
869,"ASSEMBLY COMPRESSOR - 3"" - 150# - SCH.XS ASTM A106 GR.B SEAMLESS, DRAWING NO. PRJ.G1262.STUB SHAFT PLATE, ASME B16.21"
870,"CABLE GLAND - 12"" - 150# - DUAL CERTIFIED, DRAWING NO. G3429.DRN.POT.001, ASME B16.5"
871,"INSULATION GASKET KIT - 4"" - 150# - G-10 RETAINER W/PTFE SEALING, DRAWING NO. PRJ-R5498-2037, ISO 9001"
872,"FIXED PORTABLE STOOL - 8"" - 300# - SMLS - ASTM A106 GR.B, DRAWING NO. PRJ-R5463-124, ASME B16.5"
873,"INSULATION GASKET KIT - 8"" - 150# - FLANGED TO B-16.5 RF, DRAWING NO. PRJ.G1262.STUB SHAFT PLATE, ASME B16.21"
874,"ASSEMBLY COMPRESSOR - 2"" - 150# - G-10 RETAINER W/PTFE SEALING, DRAWING NO. PRJ.G1262.STUB SHAFT PLATE, ASME B16.5"
875,"CABLE GLAND - 10"" - 300# - SCH.XS ASTM A106 GR.B SEAMLESS, DRAWING NO. G3429.DRN.POT.001, ASTM A312"
876,"BALL VALVE - 20"" - 150# - DOUBLE COMPRESSION WITH PVC HOOD, DRAWING NO. G3429.DRN.POT.001, ASME B16.5"
877,"INSULATION GASKET KIT - 12"" - 150# - HOT DIP GALVANIZED, DRAWING NO. PRJ.G1262.STUB SHAFT PLATE, ASTM A312"
878,"INSULATION GASKET KIT - 4"" - 300# - G-10 RETAINER W/PTFE SEALING, DRAWING NO. PRJ-R5498-2037, ASTM A312"
879,"BARREL NIPPLE - 16"" - 300# - DOUBLE COMPRESSION WITH PVC HOOD, DRAWING NO. PRJ-R5463-124, ASME B16.5"
880,"HOUSING BOTTOM - 20"" - 300# - HOT DIP GALVANIZED, DRAWING NO. G3429.DRN.POT.001, ISO 9001"
881,"MOTOR SPARES - 12"" - 150# - HOT DIP GALVANIZED, DRAWING NO. G3429.DRN.POT.001, ASME B16.21"
882,"HOUSING BOTTOM - 10"" - 600# - SCH.XS ASTM A106 GR.B SEAMLESS, DRAWING NO. PRJ-R5498-2031, ASTM A312"
883,"SUCTION HEADER - 6"" - 150# - FLANGED TO B-16.5 RF, DRAWING NO. G3429.DRN.POT.001, ASME B16.21"
884,"FIXED PORTABLE STOOL - 6"" - 600# - DOUBLE COMPRESSION WITH PVC HOOD, DRAWING NO. G3429.DRN.POT.001, ASTM A312"
885,"CABLE GLAND - 12"" - 600# - SCH.XS ASTM A106 GR.B SEAMLESS, DRAWING NO. PRJ-R5498-2037, ASME B16.5"
886,"CABLE GLAND - 4"" - 600# - SMLS - ASTM A106 GR.B, DRAWING NO. PRJ-R5498-2031, ASME B16.5"
887,"MOTOR SPARES - 20"" - 300# - SS-316, DRAWING NO. PRJ-R5498-2037, ASTM A312"
888,"CABLE GLAND - 20"" - 300# - DOUBLE COMPRESSION WITH PVC HOOD, DRAWING NO. PRJ.G1262.STUB SHAFT PLATE, ASME B16.5"
889,"HOUSING BOTTOM - 12"" - 300# - DOUBLE COMPRESSION WITH PVC HOOD, DRAWING NO. PRJ.G1262.STUB SHAFT PLATE, ASME B16.21"
890,"SUCTION HEADER - 6"" - 600# - DUAL CERTIFIED, DRAWING NO. PRJ-R5498-2031, ASME B16.5"
891,"AIR COOLED INTERCOOLER - 10"" - 600# - SMLS - ASTM A106 GR.B, DRAWING NO. G3429.DRN.POT.001, ASME B16.21"
892,"BARREL NIPPLE - 4"" - 300# - DUAL CERTIFIED, DRAWING NO. PRJ.G1262.STUB SHAFT PLATE, ASME B16.5"
893,"BALL VALVE - 16"" - 300# - SMLS - ASTM A106 GR.B, DRAWING NO. PRJ-R5498-2031, ASTM A312"
894,"HOUSING BOTTOM - 10"" - 300# - SCH.XS ASTM A106 GR.B SEAMLESS, DRAWING NO. PRJ-R5463-124, ISO 9001"
895,"FIXED PORTABLE STOOL - 20"" - 150# - DUAL CERTIFIED, DRAWING NO. PRJ.G1262.STUB SHAFT PLATE, ASME B16.5"
896,"BARREL NIPPLE - 16"" - 600# - HOT DIP GALVANIZED, DRAWING NO. PRJ-R5498-2031, ASME B16.21"
897,"FIXED PORTABLE STOOL - 4"" - 300# - DUAL CERTIFIED, DRAWING NO. PRJ.G1262.STUB SHAFT PLATE, ASME B16.21"
898,"SPUR GEAR PINION SHAFT - 12"" - 150# - DOUBLE COMPRESSION WITH PVC HOOD, DRAWING NO. PRJ-R5498-2037, ASME B16.5"
899,"AIR COOLED INTERCOOLER - 12"" - 300# - FLANGED TO B-16.5 RF, DRAWING NO. PRJ-R5463-124, ASTM A312"
900,"BALL VALVE - 4"" - 150# - DOUBLE ZP STEEL WASHERS, DRAWING NO. PRJ-R5498-2031, ASME B16.5"
901,"BARREL NIPPLE - 10"" - 600# - SCH.XS ASTM A106 GR.B SEAMLESS, DRAWING NO. G3429.DRN.POT.001, ASME B16.21"
902,"CONTAINER ASSEMBLY - 4"" - 600# - HOT DIP GALVANIZED, DRAWING NO. PRJ-R5463-124, ASTM A312"
903,"AIR COOLED INTERCOOLER - 2"" - 300# - SCH.XS ASTM A106 GR.B SEAMLESS, DRAWING NO. PRJ-R5498-2031, ISO 9001"
904,"AIR COOLED INTERCOOLER - 10"" - 600# - DOUBLE COMPRESSION WITH PVC HOOD, DRAWING NO. PRJ-R5463-124, ASME B16.5"
905,"CONTAINER ASSEMBLY - 2"" - 150# - DUAL CERTIFIED, DRAWING NO. PRJ-R5463-124, ASTM A312"
906,"FIXED PORTABLE STOOL - 3"" - 150# - SCH.XS ASTM A106 GR.B SEAMLESS, DRAWING NO. PRJ.G1262.STUB SHAFT PLATE, ASTM A312"
907,"CABLE GLAND - 2"" - 150# - G-10 RETAINER W/PTFE SEALING, DRAWING NO. PRJ-R5498-2037, ISO 9001"
908,"BELLOW - 10"" - 600# - FLANGED TO B-16.5 RF, DRAWING NO. PRJ-R5498-2037, ISO 9001"
909,"BELLOW - 3"" - 150# - HOT DIP GALVANIZED, DRAWING NO. PRJ-R5498-2031, ASTM A312"
910,"CONTAINER ASSEMBLY - 10"" - 600# - DOUBLE ZP STEEL WASHERS, DRAWING NO. G3429.DRN.POT.001, ISO 9001"
911,"MOTOR SPARES - 2"" - 150# - SCH.XS ASTM A106 GR.B SEAMLESS, DRAWING NO. G3429.DRN.POT.001, ISO 9001"
912,"FIXED PORTABLE STOOL - 10"" - 600# - DOUBLE ZP STEEL WASHERS, DRAWING NO. PRJ.G1262.STUB SHAFT PLATE, ISO 9001"
913,"BARREL NIPPLE - 12"" - 300# - DOUBLE COMPRESSION WITH PVC HOOD, DRAWING NO. PRJ-R5498-2031, ISO 9001"
914,"BALL VALVE - 2"" - 600# - G-10 RETAINER W/PTFE SEALING, DRAWING NO. PRJ-R5463-124, ISO 9001"
915,"ASSEMBLY COMPRESSOR - 6"" - 300# - HOT DIP GALVANIZED, DRAWING NO. PRJ-R5498-2037, ASME B16.21"
916,"INSULATION GASKET KIT - 6"" - 150# - SS-316, DRAWING NO. G3429.DRN.POT.001, ASME B16.21"
917,"AIR COOLED INTERCOOLER - 8"" - 600# - DOUBLE ZP STEEL WASHERS, DRAWING NO. PRJ-R5498-2037, ISO 9001"
918,"BELLOW - 12"" - 150# - G-10 RETAINER W/PTFE SEALING, DRAWING NO. PRJ-R5498-2037, ASME B16.5"
919,"AIR COOLED INTERCOOLER - 3"" - 300# - G-10 RETAINER W/PTFE SEALING, DRAWING NO. PRJ-R5463-124, ASME B16.21"
920,"INSULATION GASKET KIT - 12"" - 300# - SCH.XS ASTM A106 GR.B SEAMLESS, DRAWING NO. PRJ-R5498-2037, ASME B16.21"
921,"AIR COOLED INTERCOOLER - 8"" - 600# - DOUBLE ZP STEEL WASHERS, DRAWING NO. PRJ-R5498-2037, ASTM A312"
922,"SUCTION HEADER - 12"" - 150# - DOUBLE ZP STEEL WASHERS, DRAWING NO. PRJ-R5463-124, ASME B16.21"
923,"BELLOW - 20"" - 150# - HOT DIP GALVANIZED, DRAWING NO. PRJ-R5498-2037, ASTM A312"
924,"CABLE GLAND - 4"" - 300# - FLANGED TO B-16.5 RF, DRAWING NO. PRJ-R5463-124, ASME B16.5"
925,"CONTAINER ASSEMBLY - 8"" - 300# - HOT DIP GALVANIZED, DRAWING NO. G3429.DRN.POT.001, ASME B16.5"
926,"BALL VALVE - 6"" - 300# - G-10 RETAINER W/PTFE SEALING, DRAWING NO. PRJ-R5463-124, ASME B16.21"
927,"ASSEMBLY COMPRESSOR - 2"" - 600# - DUAL CERTIFIED, DRAWING NO. PRJ-R5463-124, ASME B16.21"
928,"AIR COOLED INTERCOOLER - 3"" - 300# - SS-316, DRAWING NO. PRJ.G1262.STUB SHAFT PLATE, ASME B16.5"
929,"CONTAINER ASSEMBLY - 20"" - 600# - SMLS - ASTM A106 GR.B, DRAWING NO. PRJ-R5463-124, ASME B16.21"
930,"HOUSING BOTTOM - 16"" - 300# - FLANGED TO B-16.5 RF, DRAWING NO. PRJ-R5498-2031, ASME B16.5"
931,"ASSEMBLY COMPRESSOR - 6"" - 600# - G-10 RETAINER W/PTFE SEALING, DRAWING NO. PRJ-R5498-2037, ASTM A312"
932,"MOVABLE STOOL - 20"" - 300# - SS-316, DRAWING NO. PRJ-R5498-2031, ASME B16.21"
933,"CABLE GLAND - 12"" - 300# - DUAL CERTIFIED, DRAWING NO. G3429.DRN.POT.001, ASME B16.21"
934,"BALL VALVE - 10"" - 600# - SMLS - ASTM A106 GR.B, DRAWING NO. G3429.DRN.POT.001, ISO 9001"
935,"BALL VALVE - 3"" - 150# - SS-316, DRAWING NO. PRJ-R5498-2031, ASME B16.21"
936,"SPUR GEAR PINION SHAFT - 20"" - 300# - SMLS - ASTM A106 GR.B, DRAWING NO. PRJ.G1262.STUB SHAFT PLATE, ISO 9001"
937,"AIR COOLED INTERCOOLER - 6"" - 300# - SMLS - ASTM A106 GR.B, DRAWING NO. PRJ-R5498-2037, ASME B16.21"
938,"BALL VALVE - 3"" - 300# - SCH.XS ASTM A106 GR.B SEAMLESS, DRAWING NO. G3429.DRN.POT.001, ISO 9001"
939,"BELLOW - 12"" - 600# - SCH.XS ASTM A106 GR.B SEAMLESS, DRAWING NO. PRJ.G1262.STUB SHAFT PLATE, ASME B16.5"
940,"SUCTION HEADER - 8"" - 300# - HOT DIP GALVANIZED, DRAWING NO. PRJ-R5463-124, ASTM A312"
941,"INSULATION GASKET KIT - 20"" - 600# - SMLS - ASTM A106 GR.B, DRAWING NO. G3429.DRN.POT.001, ISO 9001"
942,"INSULATION GASKET KIT - 3"" - 150# - DOUBLE COMPRESSION WITH PVC HOOD, DRAWING NO. G3429.DRN.POT.001, ASTM A312"
943,"ASSEMBLY COMPRESSOR - 3"" - 300# - DOUBLE ZP STEEL WASHERS, DRAWING NO. PRJ.G1262.STUB SHAFT PLATE, ASME B16.21"
944,"BELLOW - 12"" - 150# - SS-316, DRAWING NO. PRJ-R5498-2031, ASME B16.5"
945,"AIR COOLED INTERCOOLER - 16"" - 150# - DUAL CERTIFIED, DRAWING NO. PRJ-R5463-124, ASME B16.21"
946,"MOTOR SPARES - 4"" - 300# - DOUBLE ZP STEEL WASHERS, DRAWING NO. PRJ-R5498-2037, ASME B16.5"
947,"BARREL NIPPLE - 20"" - 300# - FLANGED TO B-16.5 RF, DRAWING NO. G3429.DRN.POT.001, ISO 9001"
948,"SUCTION HEADER - 2"" - 150# - FLANGED TO B-16.5 RF, DRAWING NO. PRJ-R5498-2037, ISO 9001"
949,"BALL VALVE - 16"" - 600# - DUAL CERTIFIED, DRAWING NO. PRJ.G1262.STUB SHAFT PLATE, ASME B16.5"
950,"FIXED PORTABLE STOOL - 12"" - 600# - SCH.XS ASTM A106 GR.B SEAMLESS, DRAWING NO. PRJ.G1262.STUB SHAFT PLATE, ASTM A312"
951,"BELLOW - 8"" - 150# - G-10 RETAINER W/PTFE SEALING, DRAWING NO. PRJ-R5498-2037, ASME B16.5"
952,"INSULATION GASKET KIT - 8"" - 300# - DOUBLE ZP STEEL WASHERS, DRAWING NO. PRJ-R5498-2031, ASTM A312"
953,"BALL VALVE - 6"" - 300# - SS-316, DRAWING NO. PRJ-R5463-124, ISO 9001"
954,"SPUR GEAR PINION SHAFT - 16"" - 600# - DOUBLE COMPRESSION WITH PVC HOOD, DRAWING NO. PRJ.G1262.STUB SHAFT PLATE, ASME B16.21"
955,"MOVABLE STOOL - 16"" - 300# - SS-316, DRAWING NO. PRJ-R5498-2037, ASTM A312"
956,"AIR COOLED INTERCOOLER - 3"" - 300# - FLANGED TO B-16.5 RF, DRAWING NO. G3429.DRN.POT.001, ISO 9001"
957,"SPUR GEAR PINION SHAFT - 20"" - 150# - G-10 RETAINER W/PTFE SEALING, DRAWING NO. PRJ.G1262.STUB SHAFT PLATE, ASTM A312"
958,"CABLE GLAND - 16"" - 600# - DOUBLE ZP STEEL WASHERS, DRAWING NO. G3429.DRN.POT.001, ASTM A312"
959,"BALL VALVE - 6"" - 150# - HOT DIP GALVANIZED, DRAWING NO. G3429.DRN.POT.001, ASTM A312"
960,"MOTOR SPARES - 16"" - 600# - HOT DIP GALVANIZED, DRAWING NO. PRJ.G1262.STUB SHAFT PLATE, ASTM A312"
961,"ASSEMBLY COMPRESSOR - 12"" - 300# - SCH.XS ASTM A106 GR.B SEAMLESS, DRAWING NO. PRJ.G1262.STUB SHAFT PLATE, ASME B16.5"
962,"CABLE GLAND - 4"" - 300# - DUAL CERTIFIED, DRAWING NO. PRJ.G1262.STUB SHAFT PLATE, ASTM A312"
963,"BALL VALVE - 12"" - 300# - DOUBLE COMPRESSION WITH PVC HOOD, DRAWING NO. PRJ.G1262.STUB SHAFT PLATE, ASME B16.21"
964,"INSULATION GASKET KIT - 16"" - 150# - SMLS - ASTM A106 GR.B, DRAWING NO. PRJ-R5498-2037, ISO 9001"
965,"FIXED PORTABLE STOOL - 6"" - 300# - FLANGED TO B-16.5 RF, DRAWING NO. PRJ.G1262.STUB SHAFT PLATE, ASME B16.5"
966,"MOVABLE STOOL - 3"" - 600# - DOUBLE ZP STEEL WASHERS, DRAWING NO. PRJ-R5498-2037, ASME B16.21"
967,"INSULATION GASKET KIT - 10"" - 300# - G-10 RETAINER W/PTFE SEALING, DRAWING NO. PRJ-R5498-2037, ASTM A312"
968,"SUCTION HEADER - 3"" - 600# - HOT DIP GALVANIZED, DRAWING NO. PRJ-R5498-2031, ASME B16.5"
969,"SPUR GEAR PINION SHAFT - 8"" - 600# - SS-316, DRAWING NO. PRJ.G1262.STUB SHAFT PLATE, ISO 9001"
970,"SPUR GEAR PINION SHAFT - 16"" - 150# - DUAL CERTIFIED, DRAWING NO. PRJ-R5498-2031, ASME B16.5"
971,"MOVABLE STOOL - 6"" - 150# - SMLS - ASTM A106 GR.B, DRAWING NO. PRJ-R5498-2037, ISO 9001"
972,"INSULATION GASKET KIT - 4"" - 150# - SS-316, DRAWING NO. PRJ-R5498-2037, ASME B16.21"
973,"CONTAINER ASSEMBLY - 8"" - 600# - G-10 RETAINER W/PTFE SEALING, DRAWING NO. PRJ-R5463-124, ISO 9001"
974,"MOVABLE STOOL - 3"" - 150# - DOUBLE COMPRESSION WITH PVC HOOD, DRAWING NO. G3429.DRN.POT.001, ASTM A312"
